timestamp,sender,receiver,amount_fdt,fraud_probability,threshold,verdict,shap_Avg min between sent tnx,shap_Avg min between received tnx,shap_Time Diff between first and last (Mins),shap_Sent tnx,shap_Received Tnx,shap_Number of Created Contracts,shap_Unique Received From Addresses,shap_Unique Sent To Addresses,shap_min value received,shap_max value received,shap_avg val received,shap_min val sent,shap_max val sent,shap_avg val sent,shap_min value sent to contract,shap_max val sent to contract,shap_avg value sent to contract,shap_total transactions (including tnx to create contract,shap_total Ether sent,shap_total ether received,shap_total ether sent contracts,shap_total ether balance,shap_Total ERC20 tnxs,shap_ERC20 total Ether received,shap_ERC20 total ether sent,shap_ERC20 total Ether sent contract,shap_ERC20 uniq sent addr,shap_ERC20 uniq rec addr,shap_ERC20 uniq rec contract addr,shap_ERC20 avg time between sent tnx,shap_ERC20 avg time between rec tnx,shap_ERC20 avg time between contract tnx,shap_ERC20 min val rec,shap_ERC20 max val rec,shap_ERC20 avg val rec,shap_ERC20 min val sent,shap_ERC20 max val sent,shap_ERC20 avg val sent,shap_ERC20 min val sent contract,shap_ERC20 max val sent contract,shap_ERC20 avg val sent contract,shap_has_erc20_activity,shap_sent_received_ratio,shap_unique_counterparty_ratio
2026-03-21 12:43:27 UTC,0xDC23E319A8aB5d1D62BA3C1083e571E58bb5aDff,0xff92B19E83fF4A366F0f3eb6E572aC95a7ed6232,3.0,23.14,32.0,승인,-0.449385,0.512258,1.249557,-0.411586,-0.002726,0.305443,0.207209,0.037903,-0.086895,-0.335858,0.55904,-0.149343,0.213859,0.040868,0.0,0.0,0.0,0.031435,-0.070641,0.441842,0.0,0.793625,-0.323908,-0.031495,-0.665045,0.0,-0.133417,0.31459,0.127955,0.0,0.0,0.0,0.694039,0.807513,0.014443,-0.718767,-0.028449,0.090212,0.0,0.0,0.0,0.019272,0.627977,-0.018994
2026-03-21 12:43:35 UTC,0xDC23E319A8aB5d1D62BA3C1083e571E58bb5aDff,0xDBcc961804E448FDB96Da639B3e906960Fadc921,3.0,0.72,32.0,승인,-0.310124,0.390214,0.946068,-0.214358,-0.140255,0.051335,-0.394556,0.043803,0.186736,-0.313948,0.914202,-0.05063,0.207274,0.039671,0.0,0.0,0.0,-0.253342,-0.120279,0.51061,0.0,-0.530174,-0.208282,-0.048925,-0.914788,0.0,-0.171422,0.360368,0.038852,0.0,0.0,0.0,0.31223,0.216976,-0.06407,-0.505604,-0.039591,0.050042,0.0,0.0,0.0,0.005072,-0.022307,-0.038212
2026-03-21 12:43:40 UTC,0xDC23E319A8aB5d1D62BA3C1083e571E58bb5aDff,0x26F8290DFcA99aA6B49Dd9d9B136AD1Cb3152753,3.0,0.57,32.0,승인,-0.294906,0.366533,1.825367,-0.334591,-0.634889,0.050664,-0.08599,0.04103,0.896733,0.089769,0.332083,-0.12112,0.143361,0.103836,0.0,0.0,0.0,-1.264005,-0.1073,-0.621446,0.0,0.352281,0.202158,0.043768,-0.745826,0.0,-0.272237,0.330057,0.024361,0.0,0.0,0.0,-0.060961,0.314501,0.035593,-0.530363,-0.022534,0.075757,0.0,0.0,0.0,0.009299,-0.10846,-0.334104
2026-03-21 12:43:46 UTC,0xDC23E319A8aB5d1D62BA3C1083e571E58bb5aDff,0x26c6E4C9AA69f216C4Bb50d4DC21753051104B5d,3.0,1.24,32.0,승인,-0.304452,0.296052,1.859014,-0.123406,-0.621689,0.042702,-0.045646,0.143825,1.023278,-0.042988,0.412406,-0.025532,0.100515,0.040802,0.0,0.0,0.0,-0.929213,-0.142434,-0.51899,0.0,-0.356478,0.09382,0.071715,-0.268523,0.0,-0.059672,0.368753,0.033523,0.0,0.0,0.0,-0.66556,0.315169,0.030901,0.04673,-0.03606,0.025695,0.0,0.0,0.0,0.009574,-0.109845,-0.175503
2026-03-21 12:43:51 UTC,0xDC23E319A8aB5d1D62BA3C1083e571E58bb5aDff,0x9b6e6F1CCEF3b4CAb99ABf2A2E0De46261Cc6040,3.0,1.77,32.0,승인,-0.318222,0.508833,1.764092,-0.262313,-0.725702,0.23506,-0.501475,0.053311,-0.370285,0.052787,0.361262,-0.090139,0.069688,0.078192,0.0,0.0,0.0,-1.473412,-0.119583,-0.518196,0.0,0.761523,-0.174642,-0.016245,-0.59655,0.0,-0.104704,0.058351,0.059696,0.0,0.0,0.0,0.9199,0.753818,0.074573,-0.146544,0.011845,0.0496,0.0,0.0,0.0,0.021206,0.653984,-0.22019
2026-03-21 12:43:54 UTC,0xDC23E319A8aB5d1D62BA3C1083e571E58bb5aDff,0x89f3236B587A91F9562acA85DEa8dEe9d4Da4b7E,3.0,4.72,32.0,승인,-0.288286,0.338658,1.898732,-0.152773,-0.507672,0.047312,-0.365494,0.256824,1.074431,-0.256113,1.122364,-0.001066,0.219045,0.03087,0.0,0.0,0.0,-0.514237,-0.035339,0.54302,0.0,-0.421842,-0.179356,0.026349,-0.465952,0.0,-0.296969,0.388255,0.055077,0.0,0.0,0.0,-0.665241,0.250984,-0.093079,-0.08409,-0.04444,0.016971,0.0,0.0,0.0,0.002361,-0.045609,0.004427
2026-03-21 12:43:58 UTC,0xDC23E319A8aB5d1D62BA3C1083e571E58bb5aDff,0x4c9aFaaf9EDDFeEFA2e243564003C5202896D8C2,3.0,3.51,32.0,승인,-0.375145,0.221293,1.609527,-0.149396,-0.735618,0.187298,0.076381,0.141036,0.914417,-0.044269,0.481545,-0.192024,0.121164,0.010986,0.0,0.0,0.0,-1.071905,-0.047182,-0.571814,0.0,0.669863,-0.116502,0.052322,-0.629335,0.0,-0.090806,0.261727,0.090733,0.0,0.0,0.0,0.155084,0.445858,-0.030207,-0.29639,-0.027915,0.055408,0.0,0.0,0.0,0.01766,0.444478,-0.028906
2026-03-21 12:55:49 UTC,0x9457b72503125Ac06EBFE55536a8393BD695b7a3,0x6182713f6D12C343E083abf06137f48172e80372,3.0,0.58,32.0,승인,-0.3371,0.327327,1.050446,-0.263806,-0.1611,0.050133,-0.120482,0.046691,0.158769,-0.282656,0.53241,-0.087963,0.169773,0.018162,0.0,0.0,0.0,-0.418567,-0.072085,0.568036,0.0,-0.621919,-0.155059,0.009781,-0.876399,0.0,-0.167657,0.355937,0.028894,0.0,0.0,0.0,0.565756,0.317831,-0.043971,-0.562404,-0.040826,0.046284,0.0,0.0,0.0,0.010403,-0.122683,-0.201466
2026-03-21 12:55:53 UTC,0x9457b72503125Ac06EBFE55536a8393BD695b7a3,0xE2bAc82B9381344142979009A3161dAdd1A7c0e5,3.0,32.93,32.0,차단,-0.435789,0.505981,1.288964,-0.404865,-0.033573,0.305273,0.218766,0.031823,-0.094409,-0.414089,0.362979,-0.143533,0.2027,0.049821,0.0,0.0,0.0,0.036786,-0.070045,0.52118,0.0,0.825181,-0.16499,-0.05691,-0.628923,0.0,-0.125001,0.314264,0.126607,0.0,0.0,0.0,1.142419,0.715917,0.065332,-0.700254,-0.016534,0.093235,0.0,0.0,0.0,0.019251,0.627998,-0.013721
2026-03-21 12:56:02 UTC,0x9457b72503125Ac06EBFE55536a8393BD695b7a3,0x4b03a8702ca6e708F11BaFDCCc4E670cD0043d2a,3.0,3.64,32.0,승인,-0.354567,0.370216,0.947585,-0.289988,-0.054553,0.05136,-0.145111,0.042158,-0.163648,-0.303057,0.605433,-0.110042,0.190923,0.033312,0.0,0.0,0.0,-0.230947,-0.106683,0.579871,0.0,1.477827,-0.163115,-0.052008,-1.01471,0.0,-0.163867,0.474324,0.091782,0.0,0.0,0.0,0.395621,0.173782,-0.057843,-0.508724,-0.041311,0.044953,0.0,0.0,0.0,0.009962,-0.097409,-0.043705
2026-03-21 12:56:07 UTC,0x9457b72503125Ac06EBFE55536a8393BD695b7a3,0x12E738033bf8062Be1E22E0085836153D3E0E17E,3.0,0.65,32.0,승인,-0.288655,0.323989,1.649399,-0.327748,-0.515605,0.050264,-0.129926,0.041288,0.889607,0.086838,0.315091,-0.117565,0.139896,0.103709,0.0,0.0,0.0,-0.864706,-0.105961,-0.610135,0.0,-0.119519,0.230751,0.042858,-0.721597,0.0,-0.154989,0.298861,0.005885,0.0,0.0,0.0,0.008925,0.318086,0.036198,-0.503166,-0.022444,0.076566,0.0,0.0,0.0,0.009299,0.024374,-0.335061
2026-03-21 12:56:11 UTC,0x9457b72503125Ac06EBFE55536a8393BD695b7a3,0xbC26b9C463F7c95e6249566BBa938d66D4D35DCC,3.0,0.39,32.0,승인,-0.312758,0.312617,1.273798,-0.121113,-0.566255,0.043154,-0.172684,0.050306,0.979933,-0.04871,0.419667,-0.117028,0.102097,0.051177,0.0,0.0,0.0,-0.855888,-0.155992,-0.625938,0.0,-0.372443,-0.002986,0.01647,-0.64089,0.0,-0.106378,0.305589,0.023902,0.0,0.0,0.0,-0.057247,0.333795,0.0402,-0.259946,-0.030845,0.075892,0.0,0.0,0.0,0.009976,-0.093832,-0.17786
2026-03-21 12:56:16 UTC,0x9457b72503125Ac06EBFE55536a8393BD695b7a3,0xD4fb905Cf4C8500A8cA2F1636E4831497F38D56E,3.0,2.13,32.0,승인,-0.325071,0.498886,1.754927,-0.252778,-0.790612,0.234658,-0.504721,0.051469,-0.031012,0.074032,0.363998,-0.040063,0.062345,0.079963,0.0,0.0,0.0,-1.537917,-0.114203,-0.553081,0.0,0.749631,-0.099158,-0.019726,-0.596579,0.0,-0.109567,0.058364,0.059718,0.0,0.0,0.0,0.976287,0.734742,0.089293,-0.146011,0.011438,0.0496,0.0,0.0,0.0,0.021206,0.511501,-0.224059
2026-03-21 12:56:20 UTC,0x9457b72503125Ac06EBFE55536a8393BD695b7a3,0xc8A8a1b4D30a6c7E9e59a972E10c8aCD692C1343,3.0,4.16,32.0,승인,-0.310824,0.316282,1.41838,-0.171112,-0.42259,0.051271,-0.083149,0.164132,1.085581,-0.218034,1.157838,-0.130045,0.233689,0.042231,0.0,0.0,0.0,-0.384326,-0.06846,0.578589,0.0,-0.314297,-0.171018,-0.040784,-0.910846,0.0,-0.328484,0.033232,0.016403,0.0,0.0,0.0,0.326049,0.35925,-0.078861,-0.441779,-0.039441,0.062076,0.0,0.0,0.0,0.004402,0.000989,-0.010117
2026-03-21 12:56:23 UTC,0x9457b72503125Ac06EBFE55536a8393BD695b7a3,0xD55846905a938bF8C1F29EBEeb4328ef9fB3480A,3.0,9.37,32.0,승인,-0.328447,0.163194,2.132744,-0.129019,-0.758247,0.199839,0.253384,0.286109,0.966689,-0.058642,0.513469,-0.079643,0.119066,0.003179,0.0,0.0,0.0,-1.083379,-0.000718,-0.483623,0.0,0.641375,-0.101041,0.097156,-0.280333,0.0,-0.049094,0.326421,0.096439,0.0,0.0,0.0,-0.550394,0.377948,-0.019121,0.021852,-0.032908,0.011976,0.0,0.0,0.0,0.017275,0.328246,-0.008178
2026-03-21 13:00:37 UTC,0x0B58deD7c11F80625f4B4E82641c4d383Fa0F3EA,0xef85a0cC9ED066cfC110DB3e119F7a01dD791FD9,2.0,6.02,32.0,승인,-0.213704,1.110713,2.47661,-0.553698,-0.581848,0.051409,3.319,0.119681,-0.611854,0.028905,-0.521558,-0.147361,-0.200704,-0.013043,0.0,0.0,0.0,-2.707554,-0.067053,-0.439527,0.0,-0.059774,0.799537,-0.015582,-0.165119,0.0,-0.360751,0.265497,0.017694,0.0,0.0,0.0,0.843247,0.201684,0.030247,-0.463999,-0.030208,0.061901,0.0,0.0,0.0,0.016342,0.034158,-0.108992
2026-03-21 13:00:40 UTC,0x0B58deD7c11F80625f4B4E82641c4d383Fa0F3EA,0x4ba40C1c9cEb15426A3807E38F26abeafa57E75c,2.0,8.49,32.0,승인,-0.179295,1.245476,2.770548,-0.825065,-0.620073,0.130944,3.031417,0.036611,-0.70236,0.056439,-0.593366,-0.263088,-0.195387,-0.068034,0.0,0.0,0.0,-2.942005,-0.065652,-0.456478,0.0,0.259984,0.751375,0.041145,-0.212945,0.0,-0.130592,0.193936,0.034102,0.0,0.0,0.0,0.901805,0.292595,0.036308,-0.454885,-0.018537,0.059718,0.0,0.0,0.0,0.02499,0.33355,0.012314
2026-03-21 13:00:45 UTC,0x0B58deD7c11F80625f4B4E82641c4d383Fa0F3EA,0x4cD10Ec8ff00894C75dDc06C1aB01feB49Ad524d,2.0,10.17,32.0,승인,-0.105472,1.281276,2.772891,-0.811505,-0.651946,0.128957,2.965234,0.040287,-0.695578,0.052379,-0.59641,-0.265191,-0.205399,-0.028965,0.0,0.0,0.0,-2.890834,-0.062541,-0.43943,0.0,0.323248,0.757325,0.027595,-0.147074,0.0,-0.114736,0.194391,0.032274,0.0,0.0,0.0,0.840735,0.299118,0.035349,-0.465229,-0.017475,0.060238,0.0,0.0,0.0,0.02499,0.321356,0.024216
2026-03-21 13:00:49 UTC,0x0B58deD7c11F80625f4B4E82641c4d383Fa0F3EA,0x4CeDC4E27eF3D4172C70F810Cc90Fe66BbE85B39,2.0,0.95,32.0,승인,-0.367271,0.809742,2.179471,-1.323196,-0.895411,0.046801,2.907073,0.086561,0.513697,0.147463,-0.571219,-0.177186,-0.024675,-0.013146,0.0,0.0,0.0,-2.886905,-0.086757,-0.67723,0.0,0.030466,0.559723,-0.04746,-0.186654,0.0,-0.477357,0.225928,0.02525,0.0,0.0,0.0,0.875831,0.286712,0.025348,-0.297255,-0.026877,0.07777,0.0,0.0,0.0,0.014395,-0.066868,-0.469372
2026-03-21 13:00:53 UTC,0x0B58deD7c11F80625f4B4E82641c4d383Fa0F3EA,0x34039D8d8251A7C8CF29de136c14196DB5959c22,2.0,1.34,32.0,승인,-0.295566,0.199159,2.287012,-0.909235,-0.864865,0.040776,2.701695,0.095696,0.302354,0.126134,-0.555749,-0.133297,-0.061668,-0.03661,0.0,0.0,0.0,-2.769141,-0.044497,-0.390177,0.0,0.020387,0.533955,-0.047145,-0.180403,0.0,-0.306402,0.235596,0.023328,0.0,0.0,0.0,0.871196,0.297143,0.062893,-0.344685,-0.00883,0.131925,0.0,0.0,0.0,0.01456,-0.083938,-0.348527
2026-03-21 13:00:57 UTC,0x0B58deD7c11F80625f4B4E82641c4d383Fa0F3EA,0x2703a91e061C832675aC22b98602A73F93F21B4c,2.0,1.54,32.0,승인,-0.382789,0.967453,2.546385,-1.440714,-0.93931,0.125866,2.550834,0.016859,-0.108043,0.15084,-0.61803,-0.150159,0.245445,-0.000487,0.0,0.0,0.0,-2.754918,-0.055769,-0.973961,0.0,0.295144,0.605509,-0.009635,-0.132993,0.0,-0.283626,0.183393,0.031025,0.0,0.0,0.0,0.928566,0.387191,0.057135,-0.608046,-0.177946,0.125396,0.0,0.0,0.0,0.023797,0.328744,-0.224801
2026-03-21 13:01:00 UTC,0x0B58deD7c11F80625f4B4E82641c4d383Fa0F3EA,0x91c99b6e7251F70696229E6b8ae9cb43f7b43F43,2.0,17.36,32.0,승인,-0.213224,1.055412,2.333673,-0.722185,-0.989932,0.130389,3.338696,0.000411,0.476754,0.067629,0.160186,-0.253255,-0.154518,-0.028618,0.0,0.0,0.0,-3.008665,-0.055156,-0.48271,0.0,0.257047,0.337559,0.010371,-0.322975,0.0,-0.652297,0.212127,0.040634,0.0,0.0,0.0,1.405416,0.342315,-0.021937,-0.341125,-0.014199,0.070156,0.0,0.0,0.0,0.027544,0.277512,0.019889
